"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"bayt-7894334064533163310","bayt","https://www.bayt.com/en/qatar/jobs/senior-consultant-application-developer-5251236/","","Senior Consultant - Application Developer","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-4293733501948605108","bayt","https://www.bayt.com/en/qatar/jobs/sap-developer-abap-5251230/","","SAP Developer – ABAP","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bayt-6778808427584438206","bayt","https://www.bayt.com/en/qatar/jobs/experienced-sap-developer-abap-5251203/","","Experienced SAP Developer – ABAP","Starlink ME","Qatar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"gd-1009689595379","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009689595379","","Software Engineer - Research Infrastructure","Oculus","Burlingame, CA","2025-03-29","","direct_data","hourly",56.0,56.0,"USD",False,"","","organic","-ext@fb.com","You will collaborate with researchers and engineers to design and build the components that let us deploy models to researchers working on a variety of applied problems, collect data from research studies to improve models, and generally scale the impact of our infrastructure and tooling by getting it more production\\-ready for more users in more settings.  

  

  

### **Software Engineer \\- Research Infrastructure Responsibilities:**

* Work with researchers and engineers to develop cutting edge infrastructure that meets our key research projects’ needs.
* Build efficient and reusable back\\-end abstractions and systems.
* Collaborate with team members in planning, design, and code reviews.

  

  

  

### **Minimum Qualifications:**

* Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.
* 3\\+ years of experience in software development

  

  

  

### **Preferred Qualifications:**

* Experience developing ML compute infrastructure
* Experience developing data ingestion and storage pipelines
* Experience with technologies such as: Docker, Kubernetes, Thrift, Compute Clusters, PyTorch, Python
* Experience working directly with researchers or others without expertise in backend development.

  

  

  

### **About Meta:**


Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.  

  

  

Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E\\-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.
  

  

Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations\\-ext@fb.com.  

  

$56\\.25/hour to $173,000/year \\+ bonus \\+ equity \\+ benefits  

  

Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta.","","https://www.glassdoor.com/Overview/W-EI_IE40772.htm","https://media.glassdoor.com/sql/40772/meta-squareLogo-1636117276319.png","","","","","","","","","","",""
"gd-1009689506687","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009689506687","","Senior Backend Engineer","RainesDev","San Francisco, CA","2025-03-29","","direct_data","yearly",120122.0,193753.0,"USD",False,"","","organic","","A well\\-funded startup is transforming how companies grow online by combining data, AI agents, and performance marketing. The platform empowers eCommerce brands to analyze traffic, extract insights, and iterate on strategies quickly. As part of a rapidly scaling team, you’ll play a key role in building backend systems that power intelligent marketing workflows and high\\-volume analytics.

  

Roles and Responsibilities

* Design and deploy scalable backend infrastructure using TypeScript and Node.js.
* Build and optimize a high\\-availability ingestion pipeline for analytics data.
* Develop and maintain a robust A/B testing framework to support product experimentation.
* Improve the reliability and observability of CI/CD infrastructure.
* Architect and support a multi\\-tenant Next.js environment at scale.
* Mentor junior engineers and contribute to an engineering culture of excellence.

  

Job Requirements

* 4\\+ years of experience working with distributed systems and service\\-oriented architecture (SOA) in production environments.
* Background working on large\\-scale infrastructure at high\\-growth companies or analytics/streaming platforms (e.g., Amplitude, Twilio, PostHog, Sentry, etc.).
* Proficiency with distributed and asynchronous technologies such as Kafka, Clickhouse, or equivalents.
* Prior experience at an early\\-stage startup (Series A or earlier), with the ability to operate in fast\\-paced, ambiguous settings.
* Strong understanding of systems\\-level concepts: databases, caching, queuing, APIs, load balancing, fault tolerance, and high availability.
* Proficiency in TypeScript, or fluency in other backend languages (Python, Go, Java) with willingness to ramp up quickly in TypeScript/Node.js.
* Product\\-minded and customer\\-obsessed — comfortable balancing technical trade offs with real user needs.
* Excellent collaboration and communication skills; able to work cross\\-functionally with PMs, designers, and engineers.
* CS degree from a top\\-tier university (or equivalent practical experience).

  

Please Do Not Apply If You:

* Primarily have a product design or frontend tooling background (e.g., Figma\\-specific experience).
* Are solely motivated by hackathons or one\\-off projects without long\\-term product involvement.","","https://www.glassdoor.com/Overview/W-EI_IE10260902.htm","","","","","","","","","","","",""
"gd-1009689605533","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009689605533","","Staff Software Engineer, Full Stack","Squint Inc","San Francisco, CA","2025-03-29","","direct_data","yearly",180000.0,220000.0,"USD",False,"","","organic","","**Staff Software Engineer, Full Stack**

* Salary Range: $180k \\- $220k, plus a generous equity package

**About Us:**

**Manufacturing is the $7 trillion industry behind nearly everything we buy, use, and eat.**


It’s also under immense pressure — from rising workforce turnover and increased complexity on the factory floor.

**Squint is the leading manufacturing intelligence platform.**


We unlock agentic manufacturing by giving frontline operators the knowledge they need, exactly when they need it.

**Our customers are Fortune 500 leaders that span industries like Automotive, Consumer Packaged Goods, and Life Sciences.**


They use Squint to capture and activate critical know\\-how in operational and maintenance use cases. The result? Less downtime and less scrap — at scale.

 **We build consumer\\-grade software that delivers enterprise\\-grade impact** — on the devices people already know and trust: phones and tablets. By combining cutting\\-edge tech with thoughtful customer insight we’re transforming how the physical world works.

**About the Job:**


Squint is growing our team with a Staff Full Stack Engineer! In this role, you’ll build the Squint platform, contributing across our entire stack – web, backend, mobile, and infra – including the latest in Artificial Intelligence (AI) and Augmented Reality (AR) capabilities. As a Staff Engineer on our engineering\\-led, growth\\-stage team, you’ll play a key role in shaping our technology stack, influencing product roadmap decisions, and collaborating on design. As an early team member, you’ll also help foster a world\\-class engineering culture—one that values collaboration, craftsmanship, and impact.

**Key Responsibilities:**

* Deliver consistently effective engineering work and sound product decisions that offer differentiating performance for our customers and set a high standard of craft and execution in Engineering
* Deliver timely, technically sound, scalable architecture; collaborate with Engineering leadership on system architecture decisions, and demonstrate excellence in all phases of the development life cycle.
* Use your significant professional expertise as a Software Engineer to contribute to the team’s progress across all technical aspects of development at Squint; including mentorship and effective feedback that builds trust among the team.
* Collaborate with product management, design, and customers as stakeholders for your work; representing the Engineering function in these partnerships as needed.
* Help build a world\\-class engineering culture, including all of the stages involved in bringing a product from concept or idea through market release and beyond.
* Share knowledge of our craft effectively as a part of a curious and ambitious culture of growth.
* Flexibly contribute to get the job done – we’re a startup!

**Qualifications:**

* 10\\+ years of experience working as a Software Engineer; having worked as a Senior, Staff, or Principal Engineer (or equivalent) in prior companies
* Track record of creating scalable, performant, and well\\-documented software.
* Experience with the following areas (or related technologies):


	+ Modern web/backend technologies: React, Typescript, Node, Next, Python
	+ Cloud platforms/infrastructure: GCP, AWS, Azure, Docker, Nginx
	+ Databases: Relational (PostgreSQL, MySQL) and Non\\-relational (MongoDB, Firestore)
	+ Integrations with large\\-scale enterprise systems like IBM, SAP, Oracle
* Proficient with (or excited about) AI\\-enabled developer tooling such as Cursor, Windsurf, Claude Code, Devin.ai
* Bachelor’s Degree in Computer Science or related field; or equivalent professional experience in technical best practices
* High energy, clarity of communication, curiosity, and empathy
* Team\\-oriented, collaborative, and high\\-ownership mindset
* Flexibility and adaptability in a fast\\-paced environment
* Excited to work side by side with our leadership team in our vibrant SF office 5x/week

**Benefits:**

* Commuter Benefits
* Medical, Dental, and Vision insurance with a variety of plan options
* Maven digital platform for parent and parents to be
* Flexible PTO
* 401(k)
* Mac hardware and best\\-in\\-class tools
* Travel to company offsites

**A final note**


We are committed to creating a diverse and inclusive workplace. Squint is an equal opportunity employer, welcoming applicants from all backgrounds without regard to race, gender, age, or any other protected characteristic. We encourage you to apply even if you're not quite sure you fit all the requirements for the role!


Ready to redefine the future? Join us at Squint and be a part of something revolutionary.","","https://www.glassdoor.com/Overview/W-EI_IE9632839.htm","","","","","","","","","","","",""
"gd-1009689604523","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009689604523","","Staff Software Engineer, Backend","Squint Inc","San Francisco, CA","2025-03-29","","direct_data","yearly",180000.0,220000.0,"USD",False,"","","organic","","**Staff Software Engineer, Backend**
====================================

* Salary Range: $180k \\- $220k, plus a generous equity package

**About Us:**

**Manufacturing is the $7 trillion industry behind nearly everything we buy, use, and eat.**


It’s also under immense pressure — from rising workforce turnover and increased complexity on the factory floor.

**Squint is the leading manufacturing intelligence platform.**


We unlock agentic manufacturing by giving frontline operators the knowledge they need, exactly when they need it.

**Our customers are Fortune 500 leaders that span industries like Automotive, Consumer Packaged Goods, and Life Sciences.**


They use Squint to capture and activate critical know\\-how in operational and maintenance use cases. The result? Less downtime and less scrap — at scale.

 **We build consumer\\-grade software that delivers enterprise\\-grade impact** — on the devices people already know and trust: phones and tablets. By combining cutting\\-edge tech with thoughtful customer insight we’re transforming how the physical world works.

**About the Job:**


Squint is growing our team with a Staff Backend Engineer! In this role, you’ll build scalable and efficient backend systems and infrastructure to power our cutting\\-edge platform. As a Staff Software Engineer on our engineering\\-led, growth\\-stage team, you’ll play a key role in shaping our technology stack, influencing product roadmap decisions, and collaborating on design. As an early team member, you’ll also help foster a world\\-class engineering culture—one that values collaboration, craft, and impact.

**Key Responsibilities:**

* Deliver consistently effective engineering work and sound product decisions that offer differentiating performance for our customers and set a high standard of craft and execution in Engineering
* Deliver timely, technically sound, scalable architecture; collaborate with Engineering leadership on system architecture decisions, and demonstrate excellence in all phases of the development life cycle.
* Use your significant professional expertise as a Software Engineer to contribute to the team’s progress across all technical aspects of development at Squint; including mentorship and effective feedback that builds trust among the team.
* Collaborate with product management, design, and customers as stakeholders for your work; representing the Engineering function in these partnerships as needed.
* Help build a world\\-class engineering culture, including all of the stages involved in bringing a product from concept or idea through market release and beyond.
* Share knowledge of our craft effectively as a part of a curious and ambitious culture of growth.
* Flexibly contribute to get the job done – we’re a startup!

**Qualifications:**

* 10\\+ years of experience working as a Software Engineer; having worked as a Senior, Staff, or Principal Engineer (or equivalent) in prior companies
* Track record of creating scalable, performant, and well\\-documented software
* Experience with the following areas (or related technologies):


	+ Modern web/backend technologies: React, Typescript, Node, Next, Python
	+ Cloud platforms/infrastructure: GCP, AWS, Azure, Docker, Nginx
	+ Databases: Relational (PostgreSQL, MySQL) and Non\\-relational (MongoDB, Firestore)
	+ Integrations with large\\-scale enterprise systems like IBM, SAP, Oracle
* Proficient with (or excited about) AI\\-enabled developer tooling such as Cursor, Windsurf, Claude Code, Devin.ai
* Bachelor’s Degree in Computer Science or related field; or equivalent professional experience in technical best practices
* High energy, clarity of communication, curiosity, and empathy
* Team\\-oriented, collaborative, and high\\-ownership mindset
* Flexibility and adaptability in a fast\\-paced environment
* Excited to work side by side with our leadership team in our vibrant SF office 5x/week

**Benefits:**

* Commuter Benefits
* Medical, Dental, and Vision insurance with a variety of plan options
* Maven digital platform for parent and parents to be
* Flexible PTO
* 401(k)
* Mac hardware and best\\-in\\-class tools
* Travel to company offsites

**A final note**


We are committed to creating a diverse and inclusive workplace. Squint is an equal opportunity employer, welcoming applicants from all backgrounds without regard to race, gender, age, or any other protected characteristic. We encourage you to apply even if you're not quite sure you fit all the requirements for the role!


Ready to redefine the future? Join us at Squint and be a part of something revolutionary.","","https://www.glassdoor.com/Overview/W-EI_IE9632839.htm","","","","","","","","","","","",""
"gd-1009688290787","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009688290787","","Principal Frontend Software Engineer","Atlassian","San Francisco, CA","2025-03-28","","direct_data","yearly",170800.0,274400.0,"USD",False,"","","organic","","Overview:
**Working at Atlassian**


Atlassians can choose where they work – whether in an office, from home, or a combination of the two. That way, Atlassians have more control over supporting their family, personal goals, and other priorities. We can hire people in any country where we have a legal entity. Interviews and onboarding are conducted virtually, a part of being a distributed\\-first company.


To help our teams work together effectively, this role is fully remote, but requires you to be located in either **US Pacific or Mountain time zones**.


Responsibilities:

As an important contributor to the Enterprise Agility team, you will simplify Agile Software development at scale by bringing business and software development organizations together in one intuitive platform. Our flagship product in the enterprise agile planning market is Jira Align, and we are doubling down on our investment.


In your role as Principal Front End Software Engineer, you will be part of the development team to bring to life a new initiative from scratch to connect strategy to execution at scale by using the Atlassian platform, open toolchain principles, and philosophy of aligned autonomy for teams.


You will be part of a efficient team empowered to achieve their goals. We are looking for engineers who excel in dynamic environments and embrace. As a remote\\-first company, you will work with a distributed team


**What you'll do**

* Responsible for design and development while collaborating with others to ensure the impact is achieved.
* Improve operational quality of features built by enterprise agility team, security, reliability, and performance
* Consider the customer and business impact of decisions and make appropriate tradeoffs
* Contribute to a collaborative and inclusive environment where everyone feels comfortable asking questions, looking for help, and sharing their perspectives.
* Oversee the daily operations of the systems you build.


Qualifications:
**Your background**

* Experience developing enterprise\\-grade quality software
* 10\\+ years of experience building large\\-scale frontend applications using React.
* Bachelor’s degree with a preference for Computer Science degree
* Understanding of modern frontend ecosystem, including bundling, linting, testing and releasing
* Success with mentoring more junior Engineers \\- Experience in Agile software development methodologies
* Experience with micro\\-service architectures and are comfortable with Docker/Kubernetes.
* Experience working with Amazon Web Services (EC2, SQS, S3\\)
* You have experience building integrations and data synchronizations with event pub/sub models.


\\#LI\\-Remote


**Compensation**


At Atlassian, we strive to design equitable, explainable, and competitive compensation programs. To support this goal, the baseline of our range is higher than that of the typical market range, but in turn we expect to hire most candidates near this baseline. Base pay within the range is ultimately determined by a candidate's skills, expertise, or experience. In the United States, we have three geographic pay zones. For this role, our current base pay ranges for new hires in each zone are:


Zone A: $205,800 \\- $274,400


Zone B: $185,200 \\- $246,900


Zone C: $170,800 \\- $227,700


This role may also be eligible for benefits, bonuses, commissions, and equity.


Please visit go.atlassian.com/payzones for more information on which locations are included in each of our geographic pay zones. However, please confirm the zone for your specific location with your recruiter.

**Our perks \\& benefits**


Atlassian offers a variety of perks and benefits to support you, your family and to help you engage with your local community. Our offerings include health coverage, paid volunteer days, wellness resources, and so much more. Visit **go.atlassian.com/perksandbenefits**to learn more.

**About Atlassian**


At Atlassian, we're motivated by a common goal: to unleash the potential of every team. Our software products help teams all over the planet and our solutions are designed for all types of work. Team collaboration through our tools makes what may be impossible alone, possible together.


We believe that the unique contributions of all Atlassians create our success. To ensure that our products and culture continue to incorporate everyone's perspectives and experience, we never discriminate based on race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. All your information will be kept confidential according to EEO guidelines.


To provide you the best experience, we can support with accommodations or adjustments at any stage of the recruitment process. Simply inform our Recruitment team during your conversation with them.


To learn more about our culture and hiring process, visit **go.atlassian.com/crh****.**","","https://www.glassdoor.com/Overview/W-EI_IE115699.htm","https://media.glassdoor.com/sql/115699/atlassian-squarelogo-1505156989127.png","","","","","","","","","","",""
"gd-1009688206342","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009688206342","","Senior Software Engineer, Dashboard Intelligence","Cisco Meraki","San Francisco, CA","2025-03-28","","direct_data","yearly",126400.0,222200.0,"USD",False,"","","organic","","Cisco Meraki, a division of Cisco Networking, is a cloud\\-managed IT company and leader in cloud\\-controlled Wi\\-Fi, routing, and security. Our intuitive platform enables organizations of all sizes to deliver customer and employee experiences at scale. To provide best\\-in\\-class technologies to our customers, we've created an unrivaled company culture for our employees. One where diverse backgrounds, perspectives, and experiences shape our work and fuel our evolution. One that is collaborative, flexible, and inclusive and provides employees with the autonomy to develop technology that's accessible and secure for everyone.



Meraki's Dashboard Intelligence team is small, fast\\-moving and aspiring to make our products unique in balancing their feature\\-rich abilities and their simplicity. Our full\\-stack engineers are well versed in a wide array of CS concepts and excited to jump around languages, platforms, and all levels of the Meraki stack!


**What you will do:**
---------------------


* Developing the tools by which our customers configure and monitor network devices all over the world.
* Collaborate with application engineers to craft, plan, and build new core product features for our customers.
* With the help of product managers and UX designers, you will construct intuitive and powerful workflows to tackle important problems for IT professionals around the world.
* Responsible for crafting and building some of the high impact technology projects.
* Involved in resolving some of the sophisticated scale\\-related problems.
* Accountable for the stability of our product with a high customer focus.

**You are an ideal candidate if you:**
--------------------------------------


* Over 8 years of experience in software design, architecture, product development, and writing professional production code, with 5\\+ years in web backend technologies such as Ruby on Rails, Go, and Python, and 2\\+ years in building rich web UIs with React and Redux.
* Skilled in efficient database design and query performance using relational databases like Postgres and SQL, along with experience in building cloud\\-based infrastructure using containerization tools like Docker and Kubernetes.
* Possess excellent communication and presentation skills, with the ability to take complete ownership from conception through to production release, influencing and collaborating across teams.
* Thrive in small engineering teams, excited to tackle open\\-ended problems across the stack, and passionate about igniting enthusiasm in those around you.
* 5\\+ years of experience in Computer Science, or an equivalent field, or possess equivalent experience.

**Bonus points for:**
---------------------


* Experience building cloud\\-based infrastructure and services (e.g. web applications)
* Experience with Generative AI technologies
* Have working knowledge of network protocols used on both local and wide\\-area networks
* Understanding of networking concepts and experience with Cisco technologies


*At Cisco Meraki, we're challenging the status quo with the power of diversity, inclusion, and collaboration. When we connect different perspectives, we can imagine new possibilities, inspire innovation, and release the full potential of our people. We're building an employee experience that includes appreciation, belonging, growth, and purpose for everyone.*


*Cisco is an Affirmative Action and Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, genetic information, age, disability, veteran status, or any other legally protected basis. Cisco will consider for employment, on a case by case basis, qualified applicants with arrest and conviction records.*

**Message to applicants applying to work in the U.S. and/or Canada:**  

When available, the salary range posted for this position reflects the projected hiring range for new hire, full\\-time salaries in U.S. and/or Canada locations, not including equity or benefits. For non\\-sales roles the hiring ranges reflect base salary only; employees are also eligible to receive annual bonuses. Hiring ranges for sales positions include base and incentive compensation target. Individual pay is determined by the candidate's hiring location and additional factors, including but not limited to skillset, experience, and relevant education, certifications, or training. Applicants may not be eligible for the full salary range based on their U.S. or Canada hiring location. The recruiter can share more details about compensation for the role in your location during the hiring process.



U.S. employees have access to quality medical, dental and vision insurance, a 401(k) plan with a Cisco matching contribution, short and long\\-term disability coverage, basic life insurance and numerous wellbeing offerings.



Employees receive up to twelve paid holidays per calendar year, which includes one floating holiday (for non\\-exempt employees), plus a day off for their birthday. Non\\-Exempt new hires accrue up to 16 days of vacation time off each year, at a rate of 4\\.92 hours per pay period. Exempt new hires participate in Cisco's flexible Vacation Time Off policy, which does not place a defined limit on how much vacation time eligible employees may use, but is subject to availability and some business limitations. All new hires are eligible for Sick Time Off subject to Cisco's Sick Time Off Policy and will have eighty (80\\) hours of sick time off provided on their hire date and on January 1st of each year thereafter. Up to 80 hours of unused sick time will be carried forward from one calendar year to the next such that the maximum number of sick time hours an employee may have available is 160 hours. Employees in Illinois have a unique time off program designed specifically with local requirements in mind. All employees also have access to paid time away to deal with critical or emergency issues. We offer additional paid time to volunteer and give back to the community.



Employees on sales plans earn performance\\-based incentive pay on top of their base salary, which is split between quota and non\\-quota components. For quota\\-based incentive pay, Cisco typically pays as follows:



.75% of incentive target for each 1% of revenue attainment up to 50% of quota;



1\\.5% of incentive target for each 1% of attainment between 50% and 75%;



1% of incentive target for each 1% of attainment between 75% and 100%; and once performance exceeds 100% attainment, incentive rates are at or above 1% for each 1% of attainment with no cap on incentive compensation.



For non\\-quota\\-based sales performance elements such as strategic sales objectives, Cisco may pay up to 125% of target. Cisco sales plans do not have a minimum threshold of performance for sales incentive compensation to be paid.","","https://www.glassdoor.com/Overview/W-EI_IE391788.htm","https://media.glassdoor.com/sql/391788/meraki-squareLogo-1677739666599.png","","","","","","","","","","",""
"gd-1009688119831","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009688119831","","Fullstack Developer (offshore)","BayOne","San Francisco, CA","2025-03-28","","","","","","",False,"","","organic","","**Must have:**  

6 to 7 years of experience as an Engineer
  
  

Strong experience with Java and Microservices
  
  

Must have some experience with React and jQuery
  
  

Some experience with JavaScript
  
  

Someone who has prior architecture, working as a domain architect or architecture experience
  
  

**Responsibilities:**  

Lead technical development efforts across our engineering team
  
  

Work with engineering leadership to develop objectives aligned with product priorities
  
  

Manage the sprint process along with day\\-to\\-day tasks including reviewing pull requests, creating tickets based off objectives, creating subtasks, and code reviews
  
  

Develop, document, and maintain architectures, requirements, algorithms, interfaces and designs for software systems
  
  

Develop and maintain code, integrating software components into a fully functional software system
  
  

Lead process reviews and provide guidance to less experienced employees
  
  

Contribute to proposals when needed, including performing and documenting results, and aiding technology transfer into programs","","https://www.glassdoor.com/Overview/W-EI_IE783043.htm","https://media.glassdoor.com/sql/783043/bayone-solutions-squareLogo-1677290245158.png","","","","","","","","","","",""
